ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Accuracy at 10%,Precision at 10%,Recall at 10%,F1 at 10%,Roc_Auc at 10%
0.0,Logistic Regression,33.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs'}",0.010971307754516602,0.0,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6105388567244101
0.0,Logistic Regression,34.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'newton-cg'}",0.029887914657592773,0.0,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6105417172017666
0.0,Logistic Regression,35.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'sag'}",0.2054917812347412,0.0,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6105274148149843
1.0,Decision Tree,24.0,"{'min_samples_split': 0.07, 'max_depth': 5}",0.013963460922241213,0.0,0.35201793721973096,0.9323308270676692,0.12627291242362526,0.22242152466367715,0.6745105723243096
1.0,Decision Tree,33.0,"{'min_samples_split': 0.09, 'max_depth': 10}",0.016955137252807617,0.0,0.33557548579970103,0.849624060150376,0.115071283095723,0.20269058295964126,0.6666557015034669
0.0,Logistic Regression,33.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs'}",0.024970531463623047,0.0,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6105388567244101
0.0,Logistic Regression,34.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'newton-cg'}",0.028922080993652344,0.0,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6105417172017666
0.0,Logistic Regression,35.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'sag'}",0.20245766639709475,0.0,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6105274148149843
1.0,Decision Tree,24.0,"{'min_samples_split': 0.07, 'max_depth': 5}",0.01297307014465332,0.0,0.35201793721973096,0.9323308270676692,0.12627291242362526,0.22242152466367715,0.6745105723243096
1.0,Decision Tree,33.0,"{'min_samples_split': 0.09, 'max_depth': 10}",0.017951011657714844,0.0,0.33557548579970103,0.849624060150376,0.115071283095723,0.20269058295964126,0.6666557015034669
2.0,Random Forest,49.0,"{'n_estimators': 500, 'max_depth': 5, 'max_features': 10}",0.7152750492095947,0.1047208309173584,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6723480514428248
3.0,Bagging,4.0,"{'n_estimators': 100, 'max_samples': 0.05, 'max_features': 25}",0.21243906021118164,0.050830602645874016,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6523061168447791
3.0,Bagging,5.0,"{'n_estimators': 100, 'max_samples': 0.05, 'max_features': 30}",0.21741938591003407,0.02296948432922364,0.3654708520179372,1.0,0.1354378818737271,0.23856502242152464,0.650606993295041
3.0,Bagging,83.0,"{'n_estimators': 500, 'max_samples': 0.1, 'max_features': 30}",1.123997449874878,0.09570980072021484,0.3654708520179372,1.0,0.1354378818737271,0.23856502242152464,0.6642686331495
4.0,Naive Bayes,0.0,{},0.003991842269897461,0.0009984970092773438,0.35500747384155457,0.9473684210526316,0.12830957230142567,0.2260089686098655,0.6203989221721321
5.0,KNN,25.0,"{'n_neighbors': 400, 'weights': 'uniform', 'metric': 'manhattan'}",0.01795196533203125,0.226395845413208,0.3624813153961136,0.9849624060150376,0.1334012219959267,0.2349775784753363,0.6170035355500126
6.0,Linear SVM,8.0,"{'penalty': 'l2', 'C': 0.1}",0.5355656147003174,0.0009644031524658203,0.3609865470852018,0.9774436090225563,0.13238289205702647,0.23318385650224216,0.6121607473855237
