ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Accuracy at 10%,Precision at 10%,Recall at 10%,F1 at 10%,Roc_Auc at 10%
0.0,Logistic Regression,28.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'liblinear'}",0.020975589752197262,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6695594361666511
0.0,Logistic Regression,29.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs'}",0.006981372833251953,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6698692062637412
0.0,Logistic Regression,30.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'newton-cg'}",0.03490519523620605,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6698683433943899
0.0,Logistic Regression,31.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'sag'}",0.05385541915893555,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6698692062637411
0.0,Logistic Regression,32.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",0.03191471099853516,0.000997304916381836,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6697587589867843
0.0,Logistic Regression,33.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs'}",0.013962507247924805,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6697924108914821
0.0,Logistic Regression,34.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'newton-cg'}",0.05086255073547363,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6697863708060237
0.0,Logistic Regression,35.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'sag'}",0.22140765190124512,0.0009980201721191406,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.669788096544726
1.0,Decision Tree,37.0,"{'min_samples_split': 0.1, 'max_depth': 10}",0.02593398094177246,0.0010001659393310547,0.3540983606557377,0.9467213114754098,0.12876254180602004,0.2266928361138371,0.7236147495435421
1.0,Decision Tree,38.0,"{'min_samples_split': 0.1, 'max_depth': 15}",0.024933338165283203,0.0009663105010986328,0.3540983606557377,0.9467213114754098,0.12876254180602004,0.2266928361138371,0.7248391611529315
1.0,Decision Tree,39.0,"{'min_samples_split': 0.1, 'max_depth': 20}",0.025931358337402344,0.0,0.3540983606557377,0.9467213114754098,0.12876254180602004,0.2266928361138371,0.7248391611529315
2.0,Random Forest,6.0,"{'n_estimators': 100, 'max_depth': 10, 'max_features': 5}",0.1904909610748291,0.1037302017211914,0.3639344262295082,0.9959016393442623,0.1354515050167224,0.2384690873405299,0.7054703328259662
3.0,Bagging,127.0,"{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 10}",3.785876750946045,0.9374928474426272,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.7045177250622129
4.0,Naive Bayes,0.0,{},0.005983591079711914,0.001994609832763672,0.3598360655737705,0.9754098360655736,0.1326644370122631,0.2335623159960746,0.6761297548415599
5.0,KNN,32.0,"{'n_neighbors': 500, 'weights': 'uniform', 'metric': 'euclidean'}",0.05186080932617188,0.5914180278778076,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6871926027936258
5.0,KNN,35.0,"{'n_neighbors': 500, 'weights': 'uniform', 'metric': 'minkowski'}",0.05186080932617188,0.5196123123168945,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6871926027936258
5.0,KNN,40.0,"{'n_neighbors': 600, 'weights': 'uniform', 'metric': 'euclidean'}",0.05186128616333008,0.5884277820587158,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6870044972750586
5.0,KNN,43.0,"{'n_neighbors': 600, 'weights': 'uniform', 'metric': 'minkowski'}",0.051861047744750984,0.5814468860626221,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6870044972750586
5.0,KNN,48.0,"{'n_neighbors': 700, 'weights': 'uniform', 'metric': 'euclidean'}",0.05186128616333008,0.6841702461242676,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6867685025074982
5.0,KNN,51.0,"{'n_neighbors': 700, 'weights': 'uniform', 'metric': 'minkowski'}",0.051861047744750984,0.6023890972137451,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6867685025074982
6.0,Linear SVM,6.0,"{'penalty': 'l2', 'C': 0.001}",0.03191375732421875,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6693652905626253
