ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Accuracy at 10%,Precision at 10%,Recall at 10%,F1 at 10%,Roc_Auc at 10%
3.0,Bagging,0.0,"{'n_estimators': 100, 'max_samples': 0.05, 'max_features': 30}",1.2117910385131836,0.020951271057128903,0.3654708520179372,1.0,0.1354378818737271,0.23856502242152464,0.650606993295041
3.0,Bagging,0.0,"{'n_estimators': 100, 'max_samples': 0.05, 'max_features': 30}",0.3181490898132324,0.02293920516967773,0.36490683229813664,0.96875,0.13219616204690832,0.2326454033771108,0.6864849223271398
3.0,Bagging,0.0,"{'n_estimators': 100, 'max_samples': 0.05, 'max_features': 30}",0.32712340354919434,0.023937225341796875,0.33865450399087804,0.9542857142857144,0.12661106899166036,0.2235609103078983,0.6919636087945413
3.0,Bagging,0.0,"{'n_estimators': 100, 'max_samples': 0.05, 'max_features': 30}",0.4009573459625244,0.02988910675048828,0.3622950819672131,0.9877049180327868,0.1343366778149387,0.23650637880274775,0.7002202042584329
3.0,Bagging,0.0,"{'n_estimators': 100, 'max_samples': 0.05, 'max_features': 30}",0.5116617679595947,0.03288078308105469,0.3706896551724138,0.9725490196078431,0.13427179209528967,0.23596574690770694,0.6814020819653877
