ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Accuracy at 10%,Precision at 10%,Recall at 10%,F1 at 10%,Roc_Auc at 10%
2.0,Random Forest,0.0,"{'n_estimators': 100, 'max_depth': 10, 'max_features': 5}",0.16954541206359866,0.1047208309173584,0.3639760837070254,0.9924812030075189,0.13441955193482688,0.2367713004484305,0.6800255726675668
2.0,Random Forest,0.0,"{'n_estimators': 100, 'max_depth': 10, 'max_features': 5}",0.1735680103302002,0.10468745231628418,0.3680124223602485,0.984375,0.13432835820895522,0.2363977485928705,0.7000213219616205
2.0,Random Forest,0.0,"{'n_estimators': 100, 'max_depth': 10, 'max_features': 5}",0.17549967765808105,0.10372161865234376,0.34207525655644244,0.9714285714285714,0.1288855193328279,0.2275769745649264,0.6902285779021028
2.0,Random Forest,0.0,"{'n_estimators': 100, 'max_depth': 10, 'max_features': 5}",0.17853665351867676,0.10370779037475586,0.3639344262295082,0.9959016393442623,0.1354515050167224,0.2384690873405299,0.7054703328259662
2.0,Random Forest,0.0,"{'n_estimators': 100, 'max_depth': 10, 'max_features': 5}",0.3061332702636719,0.1047213077545166,0.3738244514106583,0.9882352941176471,0.13643746616134272,0.23977164605137963,0.6836871752928844
